"V1" "V2" "V3" "V4" "V5"
"1" 0.439940988442168 0.608812081227458 0.30350778328981 0.680778235455646 0.230242218237672
"2" 0.496778127323179 0.453386372850443 0.445475036663355 0.939033164538285 0.765016577328078
"3" 0.318941986266043 0.498744410102436 0.622720320449403 0.573826559820443 0.314789743864832
"4" 0.361081099315418 0.64496999515352 0.603917034907607 0.381243476605489 0.230242218237672
"5" 0.411433440203134 0.620085852768264 0.583715282521479 0.487818943713781 0.174171514417575
"6" 0.177195441219206 0.568676245848536 0.531480159613272 0.421927419428948 0.404413732655248
"7" 0.26881636493086 0.617892249343263 0.445475036663355 0.274619712189758 0.404413732655248
"8" 0.282275196354259 0.426983944997938 0.138734531298518 0.812317092865256 0.377939123673767
"9" 0.260168078720823 0.648511064517399 0.598510593147914 0.399188689515278 0.174171514417575
"10" 0.905457126812382 0.907263124832664 0.816610997549986 0.377632424746942 0.404413732655248
"11" 0.241858334994957 0.534860531196084 0.385915381691987 0.615953475721368 0.174171514417575
"12" 1 0.825352230135644 0.919296344023961 0.563209703169994 0.230242218237672
"13" 0.225116123849064 0.445815699323455 0.595801639702845 0.496749091655449 0.276055319045671
"14" 0.327289499128966 0.391228447791733 0.684097509958133 0.573826559820443 0.230242218237672
"15" 0.344683509461248 0.571397124507474 0.49373152424567 0.447222213607803 0.276055319045671
"16" 0.76391455637207 0.814216336911465 0.718307012935974 0.486120183490396 0.230242218237672
"17" 0 0.505745336590815 0.435676134179769 0.370470560313825 0.230242218237672
"18" 0.485969232467693 0.440493900942999 0.521173216752576 0.794375210218517 0.377939123673767
"19" 0.339181368035616 0.717024003118849 0.511754902507815 0.352812623755278 0.428362929624527
"20" 0.515959061364247 0.564950005596912 0.628651226916406 0.744239756626558 0.488961258282407
"21" 0.50925854091274 0.478225041445019 0.528050669911361 0.826642277343308 0.404413732655248
"22" 0.3029648540414 0.635017037582812 0.640458236610702 0.279629168529726 0.377939123673767
"23" 0.350167431842187 0.43179972502896 0.540802227929199 0.501809933804497 0.101883804628096
"24" 0.531488982689692 0.542203589305115 0.64838702756972 0.71612019601101 0.726282152508917
"25" 0.310191671526878 0.676419156434685 0.395971474383207 0.356736077367392 0.377939123673767
"26" 0.520904990218067 0.50561124650726 0.49373152424567 0.878112169999005 0.470339675302004
